PRODUK,FARMASI,E-COMMERCE,TOKO,ALAMAT,KOTA,BOX,JUAL (UNIT TERKECIL),HARGA UNIT TERKECIL,VALUE,% DISC,KATEGORI,SOURCE,NAMA PRODUK E-COMMERCE,RATING (Khusus shopee dan toped dikali 20),JML ULASAN,DILIHAT,DESKRIPSI,TANGGAL OBSERVASI
,,SHOPEE,azhaniashop,"
KOTA TANGERANG - TANGERANG, BANTEN, ID",,,1000,4000,,0.6,Star,https://shopee.co.id/MASKER-KAIN-NON-MEDIS-3-PLY-MOTIF-READY-STOCK-(PART-3)-BY-AZHANIA-i.255940960.4152796037,"Star
MASKER KAIN NON MEDIS 3 PLY MOTIF READY STOCK (PART 3) BY AZHANIA",96.0,69000,,"Masker Kain 3 lapis non medis model earloop, cocok buat di pakai di kantor, acara formal dan sehari - hari.

> Layer depan menggunakan kain katun print.
> Layer tengah  menggunakan interlining fuse / vislon.
> Layer dalam menggunakan kain kaos katun.

Masker 3 layer sangat nyaman dan aman digunakan dan tidak pengab, karena design yang menyesuaikan bentuk wajah.
Semua masker kita packing menggunakan plastik per pcs masker.

NOTE : DI KARENAKAN MENGGUNAKAN KAIN INTERLINING FUSE / VISLON DI BAGIAN TENGAH, AKAN MENIMBULKAN KESAN TIPIS.. TETAPI BERTUJUAN SUPAYA TIDAK PENGAB... TETAPI TETAP AMAN KARENA 3 LAPIS.

UNTUK MASKER PART 3 INI TIDAK TERDAPAT LABEL MERK AZHANIA (POLOS).",2020-10-26 09:57:33
,,SHOPEE,tokolobo,"
KOTA JAKARTA BARAT - TAMBORA, DKI JAKARTA, ID",,,1000,1350,,0.5,Star,https://shopee.co.id/tokolobo-MASKER-kain-polos-bahan-scuba-bisa-dicuci-dan-Masker-ANTI-POLUSI-DEBU-i.15709295.6222119873,"Star
tokolobo MASKER kain polos bahan scuba bisa dicuci dan Masker ANTI POLUSI/DEBU",94.0,358000,,"Ready masker scuba
Bahan scuba lembut
bisa di cuci berulang kali
 # mohon maaf kalau warna ke habisan akan kami random yah
supaya pengiriman lebih cepat 
terima kasih

*Welcome Reseller&Dropship
*Produk kami 100% original,karna kami produksi sendiri,langsung dari konveksi sendiri*Cara order klik beli sekarang,produk akan masuk di keranjang,jika ingin beda warna atau beda model,klik tanda memudahkan kurir mengantarkan paket,lalu lanjut opsi ""pengiriman"" dan terakhir opsi ""pembayaran""
*Orderan yang masuk di bawah jam 5sore,akan kami kirim di hari yang sama
*Resi akan terinput otomatis,dan status berubah di malam harinya/besok pagi nya
*Partai Grosir bisa menggunakan INDAH CARGO di shopee sebagai pilihan agar lebih murah
*Tidak menerima Request warna / model melalui catatan pembeli / Chat di shopee . Kami akan kirim sesuai dengan yang dipesan.
*Tidak menerima perubahan alamat di chat / catatan pembeli

*Jam operasional kerja 
* senin -sabtu 08.00 - 16.00
*Minggu kami libur pengiriman

^^ Terimakasih&Happy Shopping^^
#masker#maskermurah#bahanscuba#lembut#premiumquality#goodqualty#freeongkir
#produksisendiri#konveksisendiri#atasanbawahanmurah#grosirtermurah#termurah#grosir#produkindonesia# ",2020-10-26 09:57:37
,,SHOPEE,azhaniashop,"
KOTA TANGERANG - TANGERANG, BANTEN, ID",,,1000,4000,,0.2,Star,https://shopee.co.id/MASKER-KAIN-NON-MEDIS-POLOS-(3-LAPIS-PLY-EARLOOP)-i.255940960.7932166311,"Star
MASKER KAIN NON MEDIS - POLOS - (3 LAPIS/PLY - EARLOOP)",98.0,176000,,"Masker kain non medis, berbahan kain Rayon Spandex yang nyaman dan aman (3 lapis) 

> Bagian luar menggunakan kain rayon spandex.
> Bagian tengah menggunakan kain interlining fuse (Vislon).
> Bagian dalam menggunakan kain rayon spandex.

Masker di kemas menggunakan plastik untuk masing2 masker (Per pcs).

NOTE : DI KARENAKAN MENGGUNAKAN KAIN INTERLINING FUSE / VISLON DI BAGIAN TENGAH, AKAN MENIMBULKAN KESAN TIPIS.. TETAPI BERTUJUAN SUPAYA TIDAK PENGAB... TETAPI TETAP AMAN KARENA 3 LAPIS.

PERHATIAN : PESANAN AKAN KAMI PROSES SESUAI DENGAN YANG DI KLIK PADA PILIHAN DI VARIASI WARNA... BUKAN PADA CATATAN/NOTE DI KARENA KAN STOK KAMI YANG ACTUAL SEMUA DI SHOPEE.. MOHON MAAF APABILA KAMI TIDAK DAPAT MEMPROSES PESANAN WARNA PADA KOLOM CATATAN / NOTE. HARAP DI MAKLUMI DAN KAMI TIDAK MENERIMA KOMPALIN APABILA DI KIRIM SESUAI PILIHAN DI VARIASI.. TERIMA KASIH...:)",2020-10-26 09:57:39
,,SHOPEE,hargamurah2017,"
KOTA JAKARTA PUSAT - GAMBIR, DKI JAKARTA, ID",,,1000,24999,,,Star,https://shopee.co.id/Masker-3Ply-Medis-bedah-Masker-3-ply-earloop-disposable-mask-i.30860054.3849057215,"Star
Masker 3Ply Medis bedah Masker 3 ply earloop disposable mask",98.0,37000,,"Masker 3Ply Medis bedah Masker 3ply earloop disposable mask

terdapat 2 box
-ungu
-hijau
BEDA BOX SAJA isinya sama 1 pabrik

Ada ijin BNPB

DI BOX DITULIS NON MEDICAL BUAT MEMPERMUDAH IMPOR DARI CHINA
asli maskernya Standard medis

Masker 3ply ada ijin BNPB
Standard medis
Dengan lapisan filter di lapisan tengah yang lebih tebal dibandingkan dengan merk yang lain 3 lapisan

Sangat nyaman untuk digunakan untuk sehari2
1 box isi 50 pcs
1 dus isi 50 box",2020-10-26 09:57:40
,,SHOPEE,beliacosmetic,International,,,1000,3000,,,Star,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Masker-Bubuk-by-LEA-Gloria-10g-Travel-Size-%E2%9C%94%EF%B8%8FBPOM-10-gram-mini-i.48382819.5652533310,"Star
❤ BELIA ❤ Masker Bubuk by LEA Gloria 10g Travel Size ✔️BPOM 10 gram mini",98.0,32000,,,2020-10-26 09:57:43
,,SHOPEE,luckystoreonline,"
KOTA JAKARTA BARAT - GROGOL PETAMBURAN, DKI JAKARTA, ID",,,1000,26000,,0.43,,https://shopee.co.id/Masker-Mediocare-Earloop-3-Ply-Disposable-Mask-1-Box-50pcs-i.18985381.5034154628,Masker Mediocare Earloop 3 Ply Disposable Mask 1 Box - 50pcs,96.0,154000,,"Deskripsi Masker Disposible Mask 3 Play
Masker Medis Bedah 3 ply Earloop
NO IZIN BNPB : B-909926/BNPH/HOKS/KH.10.01/06/2020
STOCK SELALU READY CUS LANGSUNG DIORDER SAJA GAN

HARI SENIN - JUMAT ORDER SEBELUM JAM 3 SORE ( Pesanan dikirim Hari Yang Sama )

HARI SABTU MAKSIMAL ORDER JAM 1 SIANG ( Pesanan dikirim hari yang sama )

APABILA KAMI SEDANG OVER ORDER PESANAN DIKIRIM KE ESOKAN HARINYA... HARI MINGGU OFF


Orderan masuk pasti kirim dan pengepakan menggunakan BUBBLE WRAP.
Dijual per box, satu box isi 50 pcs masker. Setiap packing terbungkus dalam plastik sehingga lebih higinis saat proses pengiriman.

Masker berkualitas dengan sertifikat CE dan FDA serta lulus uji ILAC MRA (International Laboratory Accreditation Mutual Recognition Arrangement). Produk yang aman untuk pemakaian medis dan efektif memberi perlindungan eksternal.

Masker dijual lengkap dengan PACKING DUS nya, bukan masker kw import yang masuk tanpa packing dus
Masker tiga lapis sekali pakai dengan bahan lebih tebal namun tetap lembut saat dipakai. Lapisan luar dan lapisan dalam adalah bahan non woven yang dapat menyaring udara dengan baik, namun tetap memblokir partikel besar debu dan lainnya. Lapisan tengan adalah meltblown cloth dengan pori-pori partikel kecil, yang efektif memblokir debu mikro dan bakteri.

Masker kami dilengkapi kawat jembatan hidung yang mampu beradaptasi dengan lekuk wajah pemakai, tidak mudah melorot dan tetap terasa nyaman dalam beraktifitas. Mudah pemakaiannya berkat tali elastis yang dikaitkan kebelakang telinga. Keempat sisi masker merapat kepipi, menutup dagu dan kantung mata, melindungi wajah dengan sempurna, mencegah partike

NB :
SEMUA BARANG YANG KAMI KIRIM DALAM KEADAAN BARU DAN PENGEPAKAN SUDAH SESUAI DENGAN STANDARD PENGIRIMAN DENGAN MENGGUNAKAN BUBBLE WRAP.

APABILA PESANAN SAMPAI DENGAN KEADAAN RUSAK ATAU TIDAK SESUAI SILAHKAN KOMPLAIN DENGAN CARA CHAT KE ADMIN.

Cara pemesanan
1. Klik variasi/karakter
2. Tekan jumlah /pcs yg di inginkan
3. Masukin ke keranjang
4. Klik variasi/ karakter lain
5. Tekan jumlah/pcs yg di inginkan
6. Masukin ke keranjang
Ulangi terus cara diatas sampai semua barang yg dinginkan sudah masuk ke keranjang baru di check out ya

APABILA PESANAN SAMPAI DENGAN KEADAAN RUSAK ATAU TIDAK SESUAI SILAHKAN KOMPLAIN DENGAN CARA CHAT KE ADMIN.

TERIMA KASIH",2020-10-26 09:57:45
,,SHOPEE,himawaribabyshop.id,"
KOTA JAKARTA UTARA - PENJARINGAN, DKI JAKARTA, ID",,,1000,10000,,0.23,Star+,https://shopee.co.id/Masker-Kain-Katun-Dewasa-4-ply-(-3-1-)-Masker-Kain-Murah-Premium-Series-Model-Headloop-Earloop-i.241449216.6730306471,"Star+
Masker Kain Katun Dewasa 4 ply ( 3 + 1 ) Masker Kain Murah Premium Series, Model Headloop & Earloop",98.0,234000,," READY STOCK ! - READY STOCK !  
DIKARENAKAN PERPUTARAN STOCK YANG SANGAT CEPAT , MAKA SEBAGIAN STOCK YANG KOSONG AKAN KAMI RESTOCK SETIAP HARI PADA WAKTU SIANG DAN MALAM

CHECK OUT SESUAI SIZE & MOTIF DI PILIHAN MENU VARIASI (TIDAK PROSES VIA NOTES / PM !!!)
Toleransi 1 - 2 cm apabila masker yg dikirim tidak sama ukurannya.
Barang yang sudah di order tidak bisa di cancel

TIDAK ADA pengembalian barang/tukar barang akibat kesalahan checkout pihak buyer
NO NEGO HARGA 
Masker harus dicuci sebelum dipakai.

1KG = 50 masker
 Bagi yang untuk di jual lagi tolong tulis di note ya ""PLASTIKIN SATU-SATU"" supaya bagian packing kami tau.

Masker kain 4 lapis (3+1)
3 lapis kain bisa ditambah filter tissue total jadi bisa 4 lapis
 
Bahan : Katun

UKURAN : 22 x 14 CM

Semua Foto REAL PIC ya Sis…
Jaminan kualitas dan harga terbaik.

=================================
Mohon baca peraturan toko sebelum order

-  Penilaian bintang 1, 2, 3 terpaksa diblokir dari toko karena detail sudah di keterangan & real pic. Perbedaan warna karena lighting/pencahayaan foto pasti ada tapi tidak akan terlalu signifikan. 
- Untuk Jadwal Pengiriman Senin - Sabtu , Minggu libur
-Masa pengemasan 1-2 hari kerja
- Orderan yang diverifikasi setelah jam 12 siang akan di proses besok ya ka
- Jika Ada Masalah Dengan Produk Yang Kami Kirim (Cacat / Kurang) Harap Diskusikan Terlebih Dahulu Dengan Admin.
- CHECK OUT = menyetujui peraturan toko
🙏Thank you

Kunjungi toko kami untuk mendapatkan PRODUK MENARIK lainnya
FOLLOW TOKO kami untuk mendapatkan FREE VOUCHER dan  update produk terbaru
Jangan lupa rate bintang 5 nya ya.....…

Happy Shopping …!

#maskerkain #maskerkainmurah #masker #maskerkainbagus #maskermurah #maskerbagus #maskerpromo",2020-10-26 09:57:49
,,SHOPEE,pro_hemat,"
KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",,,1000,2499,,0.75,,https://shopee.co.id/Disposable-Mask-N95-KN95-BFE-95-Masker-Kesehatan-5-Layer-Facemask-Masker-wajah-IZIN-RESMI-BNPB-i.223067575.7446431238,Disposable Mask N95 KN95 BFE 95% Masker Kesehatan 5 Layer Facemask Masker wajah IZIN RESMI BNPB,96.0,42000,,"Disposable Mask KN95 Masker 5 Layer 
Size: 15.5*10.5cm
1 Kotak isi 10pcs

PERHATIAN!
MASKER HANYA UNTUK SEKALI PAKAI. TIDAK BISA DICUCI

IZIN RESMI BNPB
NOMOR BNPB: B-911891/BNPB/HOKS/HK.10.01/08/2020",2020-10-26 09:57:54
,,SHOPEE,brianhandi123,"
KOTA JAKARTA BARAT - KEBON JERUK, DKI JAKARTA, ID",,,6100,18000,,,Star,https://shopee.co.id/Masker-Kain-Premium-3-ply-(adjustable-earloop-kantong-filter)-i.292098390.7345091111,"Star
Masker Kain Premium 3 ply (adjustable earloop + kantong filter)",98.0,12000,," - Ready stock
- Masker kain 3 ply
- 1 air valve untuk memyaring bakteri
- ada kantong untuk taruh filter / tissue
- tali adjustable
- banyka varian warna

Masker tidak termasuk filter PM 2.5

Bahan tebal dan sangat nyaman dipakai lama dengan motif yg modern dan dapat menyaring semua partikel2 kecil, bakteri, dan virus yg ada. Kami jamin kualitas dari masker ini tidak akan mengecewakan.
.
Semua produk yang kami jual akan diperiksa lagi sebelum dikirim, kami tidak akan mengirimkan produk yang karetnya terlepas atau tidak lengkap atau cacat produksi. Selamat berbelanja :)

Untuk semua pesanan akan dikirim paling cepat H+1 dari waktu order ( warna ready )...akan diusahakn lebih cepet apabila bisa

Menyediakan jasa custom sablon / bordir logo (Mininum pembelian 100 pcs dan 1 warna)",2020-10-26 09:57:56
,,SHOPEE,indoshare_id,"
KOTA JAKARTA UTARA - KELAPA GADING, DKI JAKARTA, ID",,,1000,230000,,,Star,https://shopee.co.id/Masker-Kesehatan-Earloop-3ply-Masker-Indoshare-Headloop-3ply-untuk-Hijab-Tali-Silang-isi-50pcs-i.166664894.6025434776,"Star
Masker Kesehatan Earloop 3ply & Masker Indoshare Headloop 3ply untuk Hijab Tali Silang isi 50pcs",96.0,501000,,"Model : Earloop
              Indoshare Headloop untuk hijab tali silang
Masker 3ply non medis
Bahan lembut dan nyaman digunakan
Kawat hidung  fleksibel dan elastis
1 box isi 50pcs Masker
Sudah bersertifikat CE
Masker sekali pakai

Merk :
Eraloop : No Brand
Headloop : Indoshare",2020-10-26 09:57:59
,,SHOPEE,kuke_store,International,,,1000,15000,,,,https://shopee.co.id/KUKE-Facemask-50pcs-BOX-Masker-Wajah-Kesehatan-3ply-Masker-Mulut-BNPB-i.9291917.3453031720,KUKE Facemask 50pcs /BOX Masker Wajah Kesehatan 3ply / Masker Mulut BNPB,94.0,48000,,,2020-10-26 09:58:02
