PRODUK,FARMASI,E-COMMERCE,TOKO,ALAMAT,KOTA,BOX,JUAL (UNIT TERKECIL),HARGA UNIT TERKECIL,VALUE,% DISC,KATEGORI,SOURCE,NAMA PRODUK E-COMMERCE,RATING (Khusus shopee dan toped dikali 20),JML ULASAN,DILIHAT,DESKRIPSI,TANGGAL OBSERVASI
,,SHOPEE,vdcstore,"
KAB. BEKASI - BABELAN, JAWA BARAT, ID",,,372,60900,,0.16,,https://shopee.co.id/PEPTIBREN-Vanilla-Coklat-Susu-Rendah-Lemak-Untuk-Pasien-Stroke-Pikun-i.262931841.6934470653,PEPTIBREN - Vanilla & Coklat - Susu Rendah Lemak Untuk Pasien Stroke & Pikun,98.0,60,,"PEPTIBREN - Vanilla & Coklat - Susu Pasien Stroke & Pikun Rendah Lemak

🌟 pemilihan Varian silahkan chat sebelum membeli
🌟 NOMOR BPOM -- pada Kemasan
🌟 EXP DATE -- pada Kemasan
🎀 VDCstore hanya menjual produk ORIGINAL 100%
🛒 PILIH Etalase - bila Masih bisa di KLIK artinya barang READY STOCK ( tidak perlu ditanyakan kembali )

Catatan

Chat akan di balas di jam kerja toko dari jam 09.00 s/d jam 18.00
Catatan untuk pembeli silahkan chat ke kami

🎉🎉🎉HAPPY SHOPPING 🎉🎉🎉
PEPTIBREN merupakan makanan cair khusus untuk Gangguan Neurologi, misal Stroke & Demensia

Spesifikasi:
Komposisi:
Energi 290 Kkal/saji
Komposisi per saji:
Lemak 5 g
Protein 15 g
Karbohidrat 44 g
Natrium 65 mg
Kalium 710 mg
Vitamin A 30% AKG
Vitamin C 80% AKG
Vitamin D3 8% AKG
Vitamin E 25% AKG
Vitamin B1 50% AKG
Vitamin B2 35% AKG
Niasin 25% AKG
Vitamin B6 30% AKG
Vitamin B12 15% AKG
Asam folat 25% AKG
Asam pantotenat 15% AKG
Kalsium 30% AKG
Besi 8% AKG
Fosfor 30% AKG
Magnesium 25% AKG
Seng 45% AKG
Yodium 15% AKG
Selenium 35% AKG
Medium trigliserida 1,1 g
Omega 3 0,2 g
Omega 6 1 g
Inulin 3 g
Kolin 128 mg
Bentuk sediaan:
Serbuk susu
Kegunaan:
Pangan untuk keperluan medis khusus pada kondisi malnutrisi
Dosis dan Cara Pemberian:
Dosis: menurut petunjuk dokter/ahli gizi
Cara Pemberian: 200 mL air hangat + 4 sendok takar (± 69 g) = 250 mL larutan
 1. Berat 210gr
2. Bentuk Susu Bubuk 
3. Rasa Vanila & Coklat
Keunggulan:
1. Bentuk makanan cair
2. Suplementasi tinggi protein
3. Rendah lemak jenuh
Kegunaan:
1. Dapat mempercepat rehabilitasi pasien stroke dari segi motorik maupun kognitif.
2. Melindungi dan memperbaiki membran sel saraf",2020-10-26 10:36:31
,,SHOPEE,sahabatherbal9,"
KOTA DEPOK - TAPOS, JAWA BARAT, ID",,,44,65000,,0.16,,https://shopee.co.id/PEPTIBREN-VANILLA-i.177087790.4132836502,PEPTIBREN VANILLA,100.0,7,,"PRODUK PROMO !!!!!

EXPIRED DATE : FEBRUARI 2021 !!!!!




PEPTIBREN merupakan makanan cair khusus untuk Gangguan Neurologi, misal Stroke & Demensia. 

Spesifikasi PEPTIBREN :
1. Berat 210gr
2. Bentuk cair
3. Rasa Vanila

Keunggulan PEPTIBREN :
1. Bentuk makanan cair
2. Suplementasi tinggi protein
3. Rendah lemak jenuh

Kegunaan PEPTIBREN :
1. Dapat mempercepat rehabilitasi pasien stroke dari segi motorik maupun kognitif.
2. Melindungi dan memperbaiki membran sel saraf",2020-10-26 10:36:33
,,SHOPEE,onlinesusumurah,"
KOTA JAKARTA BARAT - CENGKARENG, DKI JAKARTA, ID",,,168,69795,,0.01,Star,https://shopee.co.id/PEPTIBREN-nutrisi-kesehatan-saraf48-i.3656690.7944247013,"Star
PEPTIBREN / nutrisi kesehatan saraf48",100.0,30,,"Peptibren – Nutrisi Untuk Pemulihan Pasien Stroke dan Alzheimer. Untuk memenuhi kebutuhan nutrisi pasien stroke, Alzheimer dan Demensia (pikun). Semakin bertambahnya usia seseorang, terjadi penurunan produksi kolin dari dalam tubuh yang dapat mengurangi daya hantar pada sel saraf, hal ini dapat menyebabkan menurunya daya ingat seseorang terutama lansia pada usia diatas 50 tahun keatas.

Peptibren membantu meningkatkan kadar kolin yang dibutuhkan sel saraf dalam menjaga kesehatan sel saraf maupun menjaga daya ingat dan konsentrasi seseorang. Selain itu Peptibren di lengkapi dengan tinggi protein yang membantu memenuhi kebutuhan gizi lansia.

Otak kita, dengan semua kompleksitas dan kepekaan, membutuhkan makanan untuk memelihara fungsi normal.Cara Mudah Untuk Memperkuat Daya Ingat. Hal ini menyebabkan ketersediaan vitamin dan nutrisi penting untuk otak perlahan semakin menipis. Kondisi ini memengaruhi kemampuan fungsi normal otak. Ketika otak gagal berfungsi dengan benar, Anda mungkin akan menghadapi beberapa masalah kesehatan serius termasuk kehilangan daya ingat.

Kolin merupakan nutrisi penting yang termasuk dalam kategori vitamin. Tubuh manusia mensintesis beberapa kolin. Sangat penting untuk pembentukan neurotransmitter yang disebut asetilkolin. Reaksi kolin dalam otak ternyata dapat mencegah hilangnya daya ingat dan meningkatkan fungsi otak. Nutrisi ini hadir dalam berbagai makanan, terutama dalam kacang, susu dan telur. Sedangkan tiamin merupakan suatu jenis vitamin B, yang juga penting dalam memproduksi asetilkolin. Sumber makanan vitamin ini adalah biji-bijian, biji labu, kacang, roti diperkaya dan sereal dan kacang kering.
Tinggi kalori (290 kkal), Tinggi protein (15 mg/saji), mengandung CPU untuk fungsi sel saraf.

Dosis
menurut petunjuk dokter/ahli gizi 

Penyajian
200 mL air hangat + 4 sendok takar (± 69 g) = 250 mL larutan 

Dikarenakan banyak buyer yang malas membaca deskripsi dan kurang teliti, retur via gosend saja!!",2020-10-26 10:36:39
,,SHOPEE,kalbe,"
KOTA JAKARTA BARAT - GROGOL PETAMBURAN, DKI JAKARTA, ID",,,172,78000,,,Shopee Mall,https://shopee.co.id/Peptibren-Vanila-210gr-i.47410475.2310095336,Peptibren Vanila 210gr,98.0,51,,"Stroke adalah kondisi yang terjadi ketika pasokan darah ke otak terputus akibat penyumbatan atau pecahnya pembuluh darah, sehingga terjadi kematian sel-sel pada sebagian area di otak. Stroke adalah kondisi kesehatan yang serius yang membutuhkan penanganan cepat. Ketika pasokan darah yang membawa oksigen dan nutrisi ke otak terputus, maka sel-sel otak akan mulai mati. Karena itu semakin cepat penderita ditangani, kerusakan yang terjadi pun semakin kecil bahkan kematian bisa dihindari.



Spesifikasi:

Berat 210gr;
Bentuk bubuk;
Rasa Vanila.
 

Keunggulan:

Suplementasi tinggi protein;
Rendah lemak jenuh.
 

Kegunaan:

Dapat mempercepat rehabilitasi pasien stroke dari segi motorik maupun kognitif;
Melindungi dan memperbaiki membran sel saraf.",2020-10-26 10:36:41
,,SHOPEE,tokosususuryajaya,"
KOTA SURABAYA - GUBENG, JAWA TIMUR, ID",,,52,70559,,,Star+,https://shopee.co.id/Peptibren-Cokelat-210-gr-i.54709474.7645148927,"Star+
Peptibren Cokelat 210 gr",98.0,10,,"Kemasan : 210 gram
Rasa : Cokelat",2020-10-26 10:36:43
,,SHOPEE,fivin.sby,"
KOTA SURABAYA - WONOCOLO, JAWA TIMUR, ID",,,5700,73000,,,Star+,https://shopee.co.id/PEPTIBREN-210-gr-i.106394949.1686679428,"Star+
PEPTIBREN 210 gr",98.0,828,,"CHAT kami untuk dapat info terbaru. (tidak chat jangan protes).
BELI 1 GRATIS 1 NUTRISARI (Selama persediaan masih ada)

ISI KEMASAN 1 BOX = 210 GR
1 KG = isi 4 BOX
1 karton/koli isi 24 box
Peptibren adalah produk pangan yang diformulasikan secara khusus untuk membantu memenuhi kebutuhan nutrisi pasien yang berada pada kondisi malnutrisi (kurang nutrisi).
Malnutrisi adalah suatu kondisi kurangnya asupan nutrisi harian, karena tidak cukup asupan makanan, tidak cukup asupan nutrisi yang tepat, atau tidak dapat menggunakan makanan yang dikonsumsinya. Dampak yang paling terlihat adalah penurunan berat badan atau penurunan kualitas hidup. Nutrisi adalah komponen yang esensial dalam mendukung pelaksanaan aktivitas harian dan mempercepat masa pemulihan dari sakit. Salah satu kondisi yang membutuhkan asupan nutrisi mencukupi adalah pasien yang mengalami gangguan neurologi, seperti stroke, Alzheimer, demensia (pikun). Selain nutrisi yang cukup, ada beberapa nutrien spesifik yang dapat membantu meningkatkan fungsi motorik dan kognitif yaitu kolin, phosphatidylserine, nukleotida (UMP / uridine monophosphate), , vitamin dan mineral.

Memiliki kandungan kalori yang tinggi (1 porsi setara 290 kkal)
Dilengkapi dengan protein, lemak, 10 vitamin, dan 7 mineral yang diperlukan untuk memenuhi kebutuhan nutrisi pasien malnutrisi
Mengandung nukleotida (Uridin Monofosfat / UMP), fosfolipid (phosphatidylserine), dan kolin yang berperan bagi kesehatan sistem saraf
Mengandung kadar omega 3 dan omega 6 yang tinggi

Sajikan Peptibren dengan melarutkan 4 sendok takar Peptibren (±69 g) ke dalam 200 ml air hangat untuk menyiapkan 250 ml larutan Peptibren (setara dengan 290 kkal).

#PEPTIBREN
#PeptibrenVanila 
#PeptibrenCoklat ",2020-10-26 10:38:07
,,SHOPEE,vikyardhianto,"
KAB. SLEMAN - GODEAN, DI YOGYAKARTA, ID",,,312,72600,,,Star,https://shopee.co.id/PEPTIBREN-COKLAT-VANILA-210gr-i.10992863.2869986628,"Star
PEPTIBREN COKLAT/VANILA 210gr",100.0,53,,"Nutrisi untuk syaraf dan otak pasien stroke, pasca stroke, dan pasien yang sedang menjalani fisioterapi",2020-10-26 10:38:09
,,SHOPEE,sofi7381,"
KOTA SURABAYA - TENGGILIS MEJOYO, JAWA TIMUR, ID",,,303,72900,,,Star,https://shopee.co.id/Peptibren-Vanila-210-GR-(Susu)-i.36000576.1145436286,"Star
Peptibren Vanila 210 GR (Susu)",98.0,69,,"Stroke adalah kondisi yang terjadi ketika pasokan darah ke otak terputus akibat penyumbatan atau pecahnya pembuluh darah, sehingga terjadi kematian sel-sel pada sebagian area di otak. Stroke adalah kondisi kesehatan yang serius yang membutuhkan penanganan cepat. Ketika pasokan darah yang membawa oksigen dan nutrisi ke otak terputus, maka sel-sel otak akan mulai mati. Karena itu semakin cepat penderita ditangani, kerusakan yang terjadi pun semakin kecil bahkan kematian bisa dihindari.


Spesifikasi:
1. Berat 210gr
2. Bentuk cair

 
Keunggulan:
1. Bentuk makanan cair
2. Suplementasi tinggi protein
3. Rendah lemak jenuh
 
Kegunaan:
1. Dapat mempercepat rehabilitasi pasien stroke dari segi motorik maupun kognitif.
2. Melindungi dan memperbaiki membran sel saraf",2020-10-26 10:38:11
,,SHOPEE,vitaminmurah,"
KOTA JAKARTA SELATAN - CILANDAK, DKI JAKARTA, ID",,,281,73500,,,,https://shopee.co.id/PEPTIBREN-RASA-COKLAT-ISI-210g-i.22175724.1415436632,PEPTIBREN RASA COKLAT ISI 210g,96.0,53,,BARANG ORIGINAL NON RETUR. EXP DATE: 12/2022,2020-10-26 10:38:15
,,SHOPEE,ilhoon94,"
KOTA PEKANBARU - MARPOYAN DAMAI, RIAU, ID",,,20,60000,,,,https://shopee.co.id/Peptibren-Vanila-i.102296400.7650311981,Peptibren Vanila,100.0,3,,"peptibren vanila 210g.
exp 28 maret dan 28 januari 2021. 
minat chat",2020-10-26 10:38:17
,,SHOPEE,kapalperang,"
KOTA JAKARTA BARAT - KEMBANGAN, DKI JAKARTA, ID",,,16,72000,,,Star,https://shopee.co.id/Peptibren-Vanila-210-gram-i.17644932.7544807576,"Star
Peptibren Vanila 210 gram",100.0,4,,"Nutrisi Untuk Kesehatan Syaraf . Untuk memenuhi kebutuhan nutrisi pasien stroke, Alzheimer dan Demensia (pikun). Semakin bertambahnya usia seseorang, terjadi penurunan produksi kolin dari dalam tubuh yang dapat mengurangi daya hantar pada sel saraf, hal ini dapat menyebabkan menurunya daya ingat seseorang terutama lansia pada usia diatas 50 tahun keatas.

Peptibren membantu meningkatkan kadar kolin yang dibutuhkan sel saraf dalam menjaga kesehatan sel saraf maupun menjaga daya ingat dan konsentrasi seseorang.

Tinggi kalori (290 kkal), Tinggi protein (15 mg/saji), mengandung CPU untuk fungsi sel saraf.",2020-10-26 10:38:19
,,SHOPEE,ratih.ayu.a,"
KOTA BEKASI - JATIASIH, JAWA BARAT, ID",,,35,60400,,0.14,Star+,https://shopee.co.id/PEPTIBREN-Nutrisi-Khusus-Pasien-Stroke-dan-Pikun-i.15367487.7855233169,"Star+
PEPTIBREN - Nutrisi Khusus Pasien Stroke dan Pikun",100.0,2,,Peptibren membantu meningkatkan kadar kolin yang dibutuhkan sel saraf dalam menjaga kesehatan sel saraf maupun menjaga daya ingat dan konsentrasi seseorang. Selain itu Peptibren di lengkapi dengan tinggi protein yang membantu memenuhi kebutuhan gizi lansia.,2020-10-26 10:38:21
,,SHOPEE,tokosusu_tga,"
KOTA BEKASI - JATIASIH, JAWA BARAT, ID",,,4,66000,,0.09,,https://shopee.co.id/PEPTIBREN-Nutrisi-Tepat-Pasien-Stroke-dan-Mencegah-Pikun-Cokelat-Coklat-Vanila-i.276464744.7957088450,PEPTIBREN - Nutrisi Tepat Pasien Stroke dan Mencegah Pikun - Cokelat Coklat Vanila,100.0,1,,"Peptibren digunakan sebagai pangan untuk keperluan medis khusus pada kondisi malnutrisi dan dapat mempercepat rehabilitasi pasien stroke dari segi motorik maupun kognitif, melindungi dan memperbaiki membran sel saraf.",2020-10-26 10:38:24
,,SHOPEE,vitaminmurah,"
KOTA JAKARTA SELATAN - CILANDAK, DKI JAKARTA, ID",,,1200,73500,,,,https://shopee.co.id/PEPTIBREN-RASA-VANILA-210-g-i.22175724.1395973380,PEPTIBREN RASA VANILA 210 g,96.0,226,,BARANG ORIGINAL/ NON RETUR. EXP DATE: 02/2021,2020-10-26 10:38:26
